Path	Class
E:\Dev\flowers ds\flowers\sunflower\14925398441_107f3e0304_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\2553703483_558d12668c_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8605564823_7a59d3d92a.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\34654530326_6dcda41377_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\9783416751_b2a03920f7_n.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\8008258043_5457dd254b_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\3554992110_81d8c9b0bd_m.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\14982802401_a3dfb22afb.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\2767658405_1e2043f44c_n.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\14925398301_55a180f919_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\14069874230_b7c742112a_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\7166618384_850905fc63_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\34604698981_89d8741b10_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\9216323421_f737c1d50e.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\857698097_8068a2c135_n.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\6056460102_f5569092a6_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\4588034197_e300b0872a_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\14267691818_301aceda07.jpg	rose
E:\Dev\flowers ds\flowers\rose\15184419268_7230e9728e.jpg	rose
E:\Dev\flowers ds\flowers\tulip\405035580_94b793e71d.jpg	tulip
E:\Dev\flowers ds\flowers\rose\5002446908_150a969334_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\459042023_6273adc312_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\6970683464_f70838ca3a_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\485415743_eeb5d7c1a5.jpg	tulip
E:\Dev\flowers ds\flowers\rose\16209331331_343c899d38.jpg	rose
E:\Dev\flowers ds\flowers\daisy\16737503507_431768a927.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\5110109540_beed4ed162_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\2256214682_130c01d9d9.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\2443192475_c64c66d9c2.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\5966729883_67f4fede93.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\9535500195_543d0b729b.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\3196753837_411b03682d_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\8327657321_2cbceec396_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\5012813078_99fb977616_n.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\9610373158_5250bce6ac_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\16766166609_ccb8344c9f_m.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\13910471347_30c8bf4de1_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\14009216519_b608321cf2_n.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\26254755_1bfc494ef1_n.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\5773652803_574b51414f_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\2693136371_dde2570813.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\8667101118_87ea757b15.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\3681233294_4f06cd8903.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\705422469_ffa28c566d.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\12348343085_d4c396e5b5_m.jpg	daisy
E:\Dev\flowers ds\flowers\rose\8516036987_8a06dfe1b5_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\5626895440_97a0ec04c2_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\5717951105_72b6f58838_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\563847503_89e9756c80.jpg	rose
E:\Dev\flowers ds\flowers\tulip\6936168062_a31c28b77c_m.jpg	tulip
E:\Dev\flowers ds\flowers\rose\18741313803_1bbf842fc6_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\13959937305_2f5c532886_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\5336561772_61a0ca4b22_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\4895718876_0246882882_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\14674071872_2df55466d5_m.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\34549305152_15f407a771_n.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\4831577091_f56157a5d5_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\443600168_cb08d56511.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\15054751430_5af76f6096_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\3997609936_8db20b7141_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\2498632196_e47a472d5a.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\13648603305_1268eda8b7_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\391477275_7c2f50a1a7_m.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\5605093210_5fecb71c61.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\4860145119_b1c3cbaa4e_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\8708856019_f3be2353a4_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\10477378514_9ffbcec4cf_m.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\6347847065_83cf87333b_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\8713392604_90631fb809_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\4530848609_02a1d9b791.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\19695087459_dfb18ea181_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\6019234426_d25ea1230a_m.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\175638423_058c07afb9.jpg	sunflower
E:\Dev\flowers ds\flowers\sunflower\9432335346_e298e47713_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\2330339852_fbbdeb7306_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\1461381091_aaaa663bbe_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\5869147563_66fb88119d.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\20773528301_008fcbc5a1_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\5603625247_e4ff1828af_m.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\11023272144_fce94401f2_m.jpg	daisy
E:\Dev\flowers ds\flowers\daisy\6529588249_d9cbe68aab_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\461632542_0387557eff.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\17202535346_ab828e779b.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\4414084638_03d2db38ae.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\17012955700_7141d29eee.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\18250039435_7654bc11be_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\14597445311_8acb60247e.jpg	rose
E:\Dev\flowers ds\flowers\rose\2501297526_cbd66a3f7e_m.jpg	rose
E:\Dev\flowers ds\flowers\daisy\34682895116_88ef018e83_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\5002454522_300a419273_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\2344751399_71620039f2_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\19689668684_15089ae2fa_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\6323721068_3d3394af6d_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\488849503_63a290a8c2_m.jpg	rose
E:\Dev\flowers ds\flowers\rose\18492288871_8c9d5657bb_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\19919867648_043cf02fc3.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\20407896403_a50fef58ac_n.jpg	sunflower
E:\Dev\flowers ds\flowers\daisy\30001711132_eb0fd7b04c_n.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\184682920_97ae41ce60_m.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\6280787884_141cd7b382_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\3464015936_6845f46f64.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\14069914547_1fa90bec99_n.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\4625255191_26e17a28c9_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\2517777524_e871ec5291_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\5681951567_d3b03bfd2a_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\3720632920_93cf1cc7f3_m.jpg	daisy
E:\Dev\flowers ds\flowers\rose\4644336779_acd973528c.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\4275776457_d04b597cfa_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\17844723633_da85357fe3.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\13976191172_6f23a0b313.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\10386522775_4f8c616999_m.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\13887066460_64156a9021.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8677713853_1312f65e71.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\1064662314_c5a7891b9f_m.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\3465599902_14729e2b1b_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\3282751630_45c2665034_m.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\3254533919_cb0b8af26c.jpg	tulip
E:\Dev\flowers ds\flowers\rose\4764674741_82b8f93359_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\34643914016_2e659d6e82_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\2462476884_58c617b26a.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\14088017343_dd158d2eb5.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\5862288632_1df5eb6dd0.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\2335702923_decb9a860b_m.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\287233531_74d4605814_m.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\8717900362_2aa508e9e5.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8712266605_3787e346cd_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\517054463_036db655a1_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\19413898445_69344f9956_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\13531007054_c88deaf302_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\921138131_9e1393eb2b_m.jpg	rose
E:\Dev\flowers ds\flowers\rose\3751835302_d5a03f55e8_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\8756906129_b05a1b26f2.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8585102511_fc452e6700_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\34591991761_16fc5c9c00_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\14058811536_f29cd7bd58_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\14254329062_140c0f4f4f_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\14523675369_97c31d0b5b.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\9558630626_52a1b7d702_m.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\5613466853_e476bb080e.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8713398114_bc96f1b624_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\34486116262_411e6991f4_n.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\4573204385_9b71e96b35_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\14373114081_7922bcf765_n.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\4550805310_5f81c9ba08_n.jpg	tulip
E:\Dev\flowers ds\flowers\rose\5172171681_5934378f08.jpg	rose
E:\Dev\flowers ds\flowers\rose\5349248997_4b23a7344d_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\18582579815_4c6637e9ff_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\19004688463_12a8423109.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\6227136683_262c6be56b.jpg	tulip
E:\Dev\flowers ds\flowers\rose\15859434664_67bf3ef29f.jpg	rose
E:\Dev\flowers ds\flowers\rose\2059172936_032ffc12aa.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\4745985619_249078cafa_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\17408197905_829c4d7940_m.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\126012913_edf771c564_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\4669815582_0a994fb4fd_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\18204150090_fb418bbddb.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\2431737309_1468526f8b.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\15275478257_fbd5850708_n.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\5139969871_c9046bdaa7_n.jpg	sunflower
E:\Dev\flowers ds\flowers\rose\7474126688_5f888ace5b_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\17357636476_1953c07aa4_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\14064735842_a946fba1ef_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\16680998737_6f6225fe36.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\15495579081_661cb260d1_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\13923539227_bdab038dc8.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\7166644048_b00a14f01b.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\162362896_99c7d851c8_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\3511104954_54eace015c_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\5813495998_64be1b8ab6_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\8706523526_a0f161b72b.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\14861513337_4ef0bfa40d.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\3884437548_ca8c36be3f_n.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\3002863623_cd83d6e634.jpg	tulip
E:\Dev\flowers ds\flowers\rose\8060338380_eb6c806624_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\12025038686_7f10811d4b_n.jpg	tulip
E:\Dev\flowers ds\flowers\tulip\3516271083_fba63b5861.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\16041975_2f6c1596e5.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\3530500952_9f94fb8b9c_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\299129811_d6ebda9970.jpg	daisy
E:\Dev\flowers ds\flowers\rose\5231103167_a03280e9f6_n.jpg	rose
E:\Dev\flowers ds\flowers\daisy\4065883015_4bb6010cb7_n.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\7166626128_8e0983ac8e_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\3750771898_cfd50090ba_n.jpg	daisy
E:\Dev\flowers ds\flowers\rose\8674140377_ae7b0be523.jpg	rose
E:\Dev\flowers ds\flowers\daisy\4790631791_21e9648097_n.jpg	daisy
E:\Dev\flowers ds\flowers\sunflower\215798357_3f4bfa27b7.jpg	sunflower
E:\Dev\flowers ds\flowers\tulip\7481204112_e3c57dd40a_n.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\3472437817_7902b3d984_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\5002447916_8a7b7b689a_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\8981828144_4b66b4edb6_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\3971662839_5cb2963b20_n.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\19551343954_83bb52f310_m.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\10995953955_089572caf0.jpg	tulip
E:\Dev\flowers ds\flowers\rose\15274443248_76b9f3eb24.jpg	rose
E:\Dev\flowers ds\flowers\daisy\6480809771_b1e14c5cc2_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\8695372372_302135aeb2.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\34605411661_4e735bd995_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\4612826243_7d86870a1b_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\2392457180_f02dab5c65.jpg	rose
E:\Dev\flowers ds\flowers\dandelion\2477986396_19da36d557_m.jpg	dandelion
E:\Dev\flowers ds\flowers\tulip\8712244311_da8e90bf8e_n.jpg	tulip
E:\Dev\flowers ds\flowers\daisy\4281102584_c548a69b81_m.jpg	daisy
E:\Dev\flowers ds\flowers\dandelion\7247192002_39b79998f0_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\5335945309_852d018a27_n.jpg	rose
E:\Dev\flowers ds\flowers\sunflower\14741813010_5d44e33088_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\13807932364_673b7f1c1c_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\21657726011_2c94e341bc_n.jpg	dandelion
E:\Dev\flowers ds\flowers\rose\4979895172_ca06eba616.jpg	rose
E:\Dev\flowers ds\flowers\rose\9353111163_7a89b2df35_n.jpg	rose
E:\Dev\flowers ds\flowers\rose\5002449706_647ffe5249_n.jpg	rose
E:\Dev\flowers ds\flowers\tulip\10094731133_94a942463c.jpg	tulip
E:\Dev\flowers ds\flowers\dandelion\2489438981_4eb60ef98f_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\14614655810_9910e6dbd6_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\13900486390_5a25785645_n.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\6994931380_a7588c1192_m.jpg	dandelion
E:\Dev\flowers ds\flowers\dandelion\16510864164_3afa8ac37f.jpg	dandelion
E:\Dev\flowers ds\flowers\sunflower\12323859023_447387dbf0_n.jpg	sunflower
E:\Dev\flowers ds\flowers\dandelion\22785985545_95464115b0_m.jpg	dandelion
E:\Dev\flowers ds\flowers\daisy\13583238844_573df2de8e_m.jpg	daisy
E:\Dev\flowers ds\flowers\tulip\20701823522_43e3f4ba09_n.jpg	tulip
E:\Dev\flowers ds\flowers\sunflower\19784656639_cd7f0a4a26_m.jpg	sunflower
